accession,tax_selection,group,taxon_name,taxon_id,assembly_level,category,gs,k_gs,bb,k1_bb,hapaxes,entropy,genome_size,acgt_bases,gc_content,annotated_genes,protein_coding_genes,non_coding_genes
GCF_001687565.2,Bacteria,bacteria,Planococcus antarcticus DSM 14505,1185653,Complete Genome,representative genome,0.246656853,9,0.269358973,21,95.81568018,0.309687572,3804624,3804624,43.0,3770,3549,104
GCF_014490555.1,Bacteria,bacteria,Corynebacterium lujinxingii,2763010,Complete Genome,representative genome,0.241158103,9,0.149549684,21,98.122666215,0.386301686,2338496,2338496,64.5,2286,2189,66
GCF_000194115.1,Bacteria,bacteria,Lactobacillus amylovorus GRL1118,695562,Complete Genome,representative genome,0.171748704,9,0.202474561,20,96.968933656,0.445853459,1977087,1977087,38.0,2015,1834,77
GCF_000349325.1,Bacteria,bacteria,Streptomyces davaonensis JCM 4913,1214101,Chromosome,representative genome,0.241184826,10,0.132892347,23,98.65972956,0.303829498,9555950,9554503,70.5,8679,8386,91
GCF_008727755.1,Bacteria,bacteria,Microbacterium caowuchunii,2614638,Complete Genome,representative genome,0.268459684,9,0.061718652,21,99.72427727,0.258884285,3262719,3262719,70.0,3090,3009,57
GCF_024582835.1,Bacteria,bacteria,Vibrio japonicus,1824638,Complete Genome,representative genome,0.226562293,9,0.271652068,22,96.856363099,0.286049293,4235444,4235444,45.0,3982,3788,159
GCF_000829315.1,Bacteria,bacteria,Wolbachia endosymbiont of Cimex lectularius,246273,Complete Genome,representative genome,0.171541672,9,0.523401877,20,86.921468976,0.538323013,1250060,1250060,36.5,1259,1094,41
GCF_018398475.1,Bacteria,bacteria,Pseudomonas qingdaonensis,2056231,Complete Genome,representative genome,0.325050183,10,0.146823536,22,98.626091036,0.463115356,5938989,5938989,64.0,5459,5295,94
GCF_900660695.1,Bacteria,bacteria,Mycoplasmopsis meleagridis,29561,Complete Genome,representative genome,0.095335263,8,0.148083874,19,98.379737796,0.329403944,644173,644173,26.0,562,520,42
GCF_000732945.1,Bacteria,bacteria,Corynebacterium atypicum,191610,Complete Genome,representative genome,0.16648098,9,0.223633443,21,95.128890637,0.391194117,2359448,2359433,65.5,2161,1996,66
GCF_003054475.1,Bacteria,bacteria,Nodularia spumigena UHCC 0039,1914872,Complete Genome,representative genome,0.241366735,10,0.324453558,22,94.373506703,0.536521761,5386612,5386612,41.0,4721,4517,60
GCF_000661955.1,Bacteria,bacteria,Stenotrophomonas rhizophila,216778,Chromosome,representative genome,0.293085413,10,0.178059736,22,98.199239819,0.463651636,4648976,4646428,67.5,4105,4009,83
GCF_018316655.1,Bacteria,bacteria,Nocardiopsis changdeensis,2831969,Complete Genome,representative genome,0.219201122,10,0.137243632,22,98.444579841,0.315777528,7395646,7395646,73.5,6671,6534,82
GCF_005671395.1,Bacteria,bacteria,Jejubacter calystegiae,2579935,Complete Genome,representative genome,0.371022065,9,0.176465304,22,98.099880392,0.248166831,5182800,5182800,56.0,4888,4689,112
GCF_003667885.1,Bacteria,bacteria,Bacillus vallismortis,72361,Complete Genome,representative genome,0.317649539,9,0.216113199,21,98.04517083,0.301346311,3958372,3958372,44.0,4058,3830,121
GCF_025272815.1,Bacteria,bacteria,Staphylococcus capitis subsp. capitis,72758,Complete Genome,representative genome,0.081233599,10,0.181076289,21,97.515808872,0.65565182,2491837,2491837,33.0,2410,2289,86
GCF_025136295.1,Bacteria,bacteria,Aestuariispira ectoiniformans,2775080,Complete Genome,representative genome,0.35937942,9,0.151203734,22,98.522079964,0.279689383,4361962,4361962,57.0,4117,4043,64
GCF_000025125.1,Bacteria,bacteria,Candidatus Atelocyanobacterium thalassa isolate ALOHA,1453429,Complete Genome,representative genome,0.064840733,5,0.024705408,20,99.952070492,0.007124214,1443806,1443806,31.0,1224,1157,47
GCF_000236665.1,Bacteria,bacteria,Azospira oryzae PS,640081,Complete Genome,representative genome,0.29463709,10,0.13263016,21,98.653859944,0.53256484,3806980,3806980,65.5,3581,3505,66
GCF_000828855.1,Bacteria,bacteria,Metamycoplasma canadense,29554,Complete Genome,representative genome,0.069549134,9,0.234676884,19,95.41951147,0.523479353,693241,693241,24.5,589,545,41
GCF_003173715.1,Bacteria,bacteria,Methylobacterium durans,2202825,Complete Genome,representative genome,0.228522577,10,0.300671893,22,93.663529283,0.400743067,6788375,6788375,68.5,6603,6032,73
GCF_004785625.2,Bacteria,bacteria,Planococcus halotolerans,2233542,Complete Genome,representative genome,0.339938351,9,0.217972496,21,97.946650769,0.325347349,3519247,3519247,44.5,3527,3405,103
GCF_016743815.1,Bacteria,bacteria,Sphingomonas aliaeris,2759526,Complete Genome,representative genome,0.290697952,10,0.16062812,22,98.263421575,0.526530923,4262007,4262007,64.5,4140,3832,57
GCF_014189415.1,Bacteria,bacteria,Tardiphaga robiniae,943830,Complete Genome,representative genome,0.325192697,10,0.103981419,22,99.291322155,0.465223136,6571273,6571273,61.5,6332,6050,53
GCF_006970865.1,Bacteria,bacteria,Rhodoferax sediminis,2509614,Complete Genome,representative genome,0.258943281,9,0.087510411,22,99.279859309,0.264473269,4387497,4387497,64.5,4249,4105,49
GCF_015710995.1,Bacteria,bacteria,Streptomyces gardneri,66892,Complete Genome,representative genome,0.241921137,10,0.11985189,23,98.953183086,0.296600522,9054805,9054805,71.5,8183,7875,97
GCF_027186265.1,Bacteria,bacteria,Lentibacillus daqui,2911514,Complete Genome,representative genome,0.196022303,9,0.261743436,21,96.233817455,0.311778384,3752521,3752521,40.5,3731,3538,89
GCF_016804005.1,Bacteria,bacteria,Streptomyces pratensis,1169025,Complete Genome,representative genome,0.225915029,10,0.144719733,22,98.56586224,0.329095858,8281466,8281466,70.5,7028,6725,88
GCF_000021045.1,Bacteria,bacteria,Azotobacter vinelandii DJ,322710,Complete Genome,representative genome,0.265551676,10,0.26372087,22,95.118313115,0.472271216,5365318,5365318,65.5,4914,4676,86
GCF_000266945.1,Bacteria,bacteria,Desulfomonile tiedjei DSM 6799,706587,Complete Genome,representative genome,0.367264657,8,0.299061659,22,96.556188365,0.072199989,6527027,6527027,50.0,5375,5308,54
GCF_000967425.1,Bacteria,bacteria,Pseudorhizobium banfieldiae,1125847,Complete Genome,representative genome,0.278655327,9,0.142479256,22,98.132439602,0.264391311,4577425,4577425,62.0,4475,4356,63
GCF_020423125.1,Bacteria,bacteria,Aeromonas media,651,Complete Genome,representative genome,0.314405732,10,0.298572387,22,96.375583178,0.547247873,4531033,4531033,61.0,4197,3965,163
GCF_002285515.1,Bacteria,bacteria,Xanthomonas hortorum,56454,Complete Genome,representative genome,0.319777,10,0.269045361,22,96.640151655,0.486670151,5250904,5250904,63.5,4551,4285,100
GCF_021611515.1,Bacteria,bacteria,Mariluticola halotolerans,2909283,Complete Genome,representative genome,0.376806558,9,0.126246437,21,98.967890141,0.320198005,3446865,3446865,58.0,3275,3207,57
GCF_019443285.1,Bacteria,bacteria,Aquisediminimonas profunda,1550733,Complete Genome,representative genome,0.323031285,9,0.043356922,21,99.84095131,0.324610104,3406525,3406525,58.5,3347,3279,50
GCF_003971235.1,Bacteria,bacteria,Chryseobacterium aureum,2497456,Chromosome,representative genome,0.225373881,10,0.192700123,22,97.832686652,0.526902357,5069854,5069754,37.5,4591,4471,109
GCF_000974425.1,Bacteria,bacteria,Spirosoma radiotolerans,1379870,Complete Genome,representative genome,0.395454364,8,0.101344861,22,99.313775282,0.067992203,7029352,7029352,49.5,5750,5682,51
GCF_002950575.1,Bacteria,bacteria,Pontimonas salivibrio,1159327,Complete Genome,representative genome,0.225290918,9,0.061367011,20,99.632835261,0.475153053,1760810,1760810,58.5,1739,1671,52
GCF_000145215.1,Bacteria,bacteria,Caldicellulosiruptor obsidiansis OB47,608506,Complete Genome,representative genome,0.209105015,9,0.250282891,21,95.48584442,0.368485511,2532343,2532343,35.0,2408,2274,59
GCF_002078315.1,Bacteria,bacteria,Rickettsia bellii,33990,Complete Genome,representative genome,0.114878026,10,0.316322135,20,95.510514902,0.687384234,1579798,1579798,31.5,1602,1502,40
GCF_004331915.1,Bacteria,bacteria,Ureibacillus thermophilus,367743,Chromosome,representative genome,0.220803213,9,0.283359074,21,95.565066556,0.353453448,3017325,3015025,38.5,3076,2886,85
GCF_016598615.1,Bacteria,bacteria,Streptomyces liliifuscus,2797636,Complete Genome,representative genome,0.235228594,10,0.137455154,23,98.899239598,0.280427912,11347200,11347200,70.0,10001,9726,94
GCF_016415705.1,Bacteria,bacteria,Klebsiella quasipneumoniae,1463165,Complete Genome,representative genome,0.35089421,9,0.145654908,22,98.82920984,0.241238701,5391123,5391123,58.0,5237,5035,119
GCF_000941095.1,Bacteria,bacteria,Ureaplasma diversum,42094,Chromosome,representative genome,0.164815891,9,0.307070312,19,94.682631382,0.487877283,973501,973092,28.0,777,743,31
GCF_015160875.1,Bacteria,bacteria,Streptomyces chromofuscus,42881,Complete Genome,representative genome,0.225815732,10,0.132997643,22,98.733947504,0.334049057,7483282,7483282,71.5,6811,6387,91
GCF_001889105.1,Bacteria,bacteria,Sinorhizobium americanum,194963,Complete Genome,representative genome,0.301847206,10,0.172794409,22,97.71661369,0.453808945,6751508,6751508,62.5,6308,6040,66
GCF_016747875.1,Bacteria,bacteria,Succinivibrio dextrinosolvens,83771,Complete Genome,representative genome,0.228418153,9,0.21514477,21,96.639397931,0.36042099,2849946,2849946,39.0,2476,2373,94
GCF_900169485.1,Bacteria,bacteria,Phoenicibacter congonensis,1944646,Complete Genome,representative genome,0.279082443,8,0.126124626,20,98.453385748,0.231706127,1447956,1447956,43.5,1261,1199,55
GCF_025148125.1,Bacteria,bacteria,Blautia wexlerae DSM 19850,1121115,Complete Genome,representative genome,0.310756332,9,0.275033759,22,95.242062724,0.264829326,4685728,4685728,41.5,4381,4162,85
GCF_016803985.1,Bacteria,bacteria,Streptomyces koyangensis,188770,Complete Genome,representative genome,0.226772892,10,0.163668807,22,98.279151518,0.31970321,7001532,7001532,73.5,6073,5844,90
GCF_021432085.1,Bacteria,bacteria,Stutzerimonas kunmingensis,1211807,Complete Genome,representative genome,0.289727977,10,0.167339013,22,97.953159742,0.524568922,4775870,4775870,62.5,4553,4402,76
GCF_000153485.2,Bacteria,bacteria,Psychroflexus torquis ATCC 700755,313595,Complete Genome,representative genome,0.109832473,10,0.329195616,22,93.72776829,0.560912114,4321832,4321832,34.5,3778,3592,50
GCF_000265295.1,Bacteria,bacteria,Sulfurospirillum barnesii SES-3,760154,Complete Genome,representative genome,0.233845306,9,0.128511534,21,98.816655505,0.382153201,2510109,2510109,39.0,2561,2499,51
GCF_900089605.1,Bacteria,bacteria,Micromonospora narathiwatensis,299146,Chromosome,representative genome,0.239060915,10,0.118200828,22,98.803875114,0.338340252,6612057,6611957,72.5,5904,5759,70
GCF_007993795.1,Bacteria,bacteria,Antarcticibacterium arcticum,2585771,Complete Genome,representative genome,0.256562581,9,0.099382461,21,99.204407424,0.325333663,3409178,3409178,40.0,3122,3024,57
GCF_021596945.1,Bacteria,bacteria,Mongoliitalea daihaiensis,2782006,Complete Genome,representative genome,0.187012287,10,0.251603392,22,96.570025802,0.56768604,4816617,4816617,39.5,4051,3977,62
GCF_003122425.1,Bacteria,bacteria,Candidatus Fukatsuia symbiotica,1878942,Complete Genome,representative genome,0.22994498,10,0.470564588,21,85.775552369,0.675989255,3131594,3131594,44.0,3119,2663,69
GCF_000019205.1,Bacteria,bacteria,Campylobacter lari RM2100,306263,Complete Genome,representative genome,0.188420193,9,0.153631044,20,97.844136723,0.410766283,1571661,1571661,29.5,1634,1552,58
GCF_000012865.1,Bacteria,bacteria,Carboxydothermus hydrogenoformans Z-2901,246194,Complete Genome,representative genome,0.35544076,9,0.19353423,21,97.505204085,0.399853056,2401520,2401519,42.0,2529,2448,66
GCF_900637555.1,Bacteria,bacteria,Lautropia mirabilis,47671,Complete Genome,representative genome,0.285363585,9,0.175542997,21,98.254911981,0.305596429,3172010,3172010,65.5,2605,2486,67
GCF_000801145.1,Bacteria,bacteria,Actinobacillus equuli subsp. equuli,202947,Complete Genome,representative genome,0.265981367,9,0.198434512,21,97.170938424,0.39804983,2431533,2431533,40.5,2285,2196,85
GCF_007361795.1,Bacteria,bacteria,Legionella israelensis,454,Complete Genome,representative genome,0.182683551,9,0.197791863,21,97.392979427,0.351106324,3111640,3111640,40.0,2806,2728,55
GCF_000046845.1,Bacteria,bacteria,Acinetobacter baylyi ADP1,62977,Complete Genome,representative genome,0.213214474,9,0.171365074,21,98.15958984,0.317579232,3598621,3598621,40.5,3352,3212,101
GCF_900637975.1,Bacteria,bacteria,Actinomyces viscosus,1656,Complete Genome,representative genome,0.234505534,10,0.313880601,21,93.645172748,0.512967031,3491241,3491241,69.0,2963,2824,62
GCF_000146065.2,Bacteria,bacteria,Candidatus Cloacimonas acidaminovorans str. Evry,459349,Complete Genome,representative genome,0.271873482,9,0.231285776,21,97.099919886,0.393919405,2246820,2246820,38.0,1794,1735,55
GCF_016698665.1,Bacteria,bacteria,Devosia rhizoryzae,2774137,Chromosome,representative genome,0.308446295,9,0.080084882,21,99.656411593,0.30962939,3524978,3524878,62.0,3485,3405,52
GCF_003966625.1,Bacteria,bacteria,Staphylococcus caprae,29380,Complete Genome,representative genome,0.087367984,10,0.147510315,21,98.4459454,0.654526847,2598513,2598513,33.5,2511,2401,80
GCF_900416725.2,Bacteria,bacteria,Chlamydia abortus,83555,Complete Genome,representative genome,0.116894432,8,0.029058056,20,99.932822541,0.271973835,1149233,1149233,40.0,1027,965,44
GCF_013201685.1,Bacteria,bacteria,Campylobacter geochelonis,1780362,Complete Genome,representative genome,0.238248171,10,0.28805065,21,94.691276192,0.625514675,2167961,2167961,33.5,1994,1911,57
GCF_000019405.1,Bacteria,bacteria,Histophilus somni 2336,228400,Complete Genome,representative genome,0.173303152,10,0.220186377,21,97.003450337,0.690674001,2263857,2263857,37.5,2129,2014,68
GCF_008807375.1,Bacteria,bacteria,Pseudomonas lalkuanensis,2604832,Complete Genome,representative genome,0.297273865,10,0.141923553,22,98.541274451,0.454466252,6056953,6056953,64.0,5575,5425,92
GCF_026153355.1,Bacteria,bacteria,Streptomyces endophytica,2991496,Complete Genome,representative genome,0.209286794,10,0.143682635,22,98.800870735,0.346512278,6901780,6901780,72.0,6133,5085,87
GCF_002847845.2,Bacteria,bacteria,Globicatella sanguinis,13076,Complete Genome,representative genome,0.144067803,10,0.427013481,21,88.24807559,0.661039796,2622382,2622382,36.0,2318,2184,86
GCF_030408455.1,Bacteria,bacteria,Corynebacterium atrinae,1336740,Complete Genome,representative genome,0.195223239,9,0.193228317,21,97.095867589,0.363532019,2809195,2809195,62.5,2709,2610,66
GCF_001028665.1,Bacteria,bacteria,Burkholderia pyrrocinia,60550,Complete Genome,representative genome,0.345990645,10,0.182793273,22,97.277804588,0.368302095,7961346,7961346,66.5,7217,7001,91
GCF_001636015.1,Bacteria,bacteria,Moraxella ovis,29433,Complete Genome,representative genome,0.385565957,8,0.184938962,21,97.179512197,0.164487893,2306095,2306095,45.5,2257,2133,65
GCF_027474525.2,Bacteria,bacteria,Flavobacterium lacustre,3016339,Complete Genome,representative genome,0.154476211,10,0.144823816,21,98.598456254,0.590414678,3452143,3452143,34.5,2985,2909,64
GCF_000243135.2,Bacteria,bacteria,Desulfitobacterium dichloroeliminans LMG P-21439,871963,Complete Genome,representative genome,0.185482034,9,0.24685358,21,96.293953142,0.317887016,3624449,3624449,44.0,3484,3351,94
GCF_030585465.1,Bacteria,bacteria,Clostridium estertheticum,238834,Complete Genome,representative genome,0.089417476,10,0.25591091,22,96.704772252,0.496287766,4942908,4942908,31.0,4731,4510,145
GCF_022343685.1,Bacteria,bacteria,Marinobacterium sediminicola,518898,Complete Genome,representative genome,0.322625536,9,0.16723936,21,98.142040464,0.320799158,3554135,3554135,56.0,3280,3170,99
GCF_001729245.1,Bacteria,bacteria,Leptospira tipperaryensis,2564040,Complete Genome,representative genome,0.446015864,9,0.080251832,22,99.5262254,0.26711079,4591888,4591888,42.5,4153,4065,46
GCF_012516475.1,Bacteria,bacteria,Parasphingorhabdus halotolerans,2725558,Complete Genome,representative genome,0.445277897,8,0.095169288,21,99.431413226,0.126488574,3269179,3269179,53.0,3236,3096,46
GCF_900187065.1,Bacteria,bacteria,Mycolicibacterium thermoresistibile,1797,Complete Genome,representative genome,0.272710048,10,0.148752813,22,98.165074422,0.431366283,4950685,4950685,69.0,4711,4546,54
GCF_000612965.1,Bacteria,bacteria,Bartonella henselae,38323,Complete Genome,representative genome,0.175980815,9,0.278899066,20,93.830991785,0.457224153,1905383,1905383,38.0,1628,1481,52
GCF_000632965.1,Bacteria,bacteria,Ehrlichia chaffeensis str. West Paces,1249650,Complete Genome,representative genome,0.089784598,9,0.203029596,20,96.859552692,0.504380025,1170935,1170935,30.0,956,897,43
GCF_001051995.2,Bacteria,bacteria,Thauera humireducens,1134435,Complete Genome,representative genome,0.287683212,10,0.185591363,21,97.364404673,0.499369623,4171754,4171754,66.5,3933,3825,76
GCF_024752535.1,Bacteria,bacteria,Streptomyces albus,1888,Complete Genome,representative genome,0.205284666,10,0.142554809,22,98.696562128,0.314207714,8033415,8033415,72.5,6759,6528,81
GCF_900094615.1,Bacteria,bacteria,Ligilactobacillus salivarius,1624,Complete Genome,representative genome,0.129134856,10,0.275881052,20,93.919454921,0.672875293,2033361,2033361,33.0,2030,1891,106
GCF_001561955.1,Bacteria,bacteria,Anaerotignum propionicum DSM 1682,991789,Complete Genome,representative genome,0.198718342,9,0.178680514,21,97.80447738,0.345465653,3120417,3120417,39.0,3005,2872,87
GCF_900104125.1,Bacteria,bacteria,Pseudomonas reinekei,395598,Chromosome,representative genome,0.337767409,10,0.167929425,22,98.095195248,0.488356243,6312685,6312585,59.0,5788,5561,94
GCF_009938225.1,Bacteria,bacteria,Vibrio ponticus,265668,Complete Genome,representative genome,0.269725917,9,0.184208493,22,98.124255634,0.262685287,4796932,4796932,45.0,4267,4105,131
GCF_001281385.1,Bacteria,bacteria,Candidatus Pseudothioglobus singularis PS1,1125411,Complete Genome,representative genome,0.150433041,9,0.074923123,20,99.555750796,0.47904148,1714148,1714148,37.5,1760,1710,45
GCF_005843985.1,Bacteria,bacteria,Caminibacter mediatlanticus TB-2,391592,Complete Genome,representative genome,0.174665781,9,0.158829789,20,97.888386213,0.363417622,1685887,1685887,27.0,1815,1747,63
GCF_022200785.1,Bacteria,bacteria,Pedobacter mucosus,2895286,Complete Genome,representative genome,0.153132566,10,0.118496072,22,98.912154332,0.533726269,4929029,4929029,35.5,4150,4076,60
GCF_000758725.1,Bacteria,bacteria,Paenibacillus odorifer,189426,Complete Genome,representative genome,0.187931589,9,0.167523536,22,98.409485808,0.203563478,6812473,6812473,44.0,6047,5882,121
GCF_900660705.1,Bacteria,bacteria,Mycoplasmopsis columbinasalis,114880,Complete Genome,representative genome,0.169864809,9,0.220769955,19,96.687099808,0.592567723,849456,849456,33.5,662,616,43
GCF_900187145.1,Bacteria,bacteria,Mycolicibacter terrae,1788,Complete Genome,representative genome,0.23818741,10,0.111569691,22,98.889878331,0.469670138,4532317,4532317,68.5,4269,4147,55
GCF_029892045.1,Bacteria,bacteria,Sinorhizobium numidicum,680248,Complete Genome,representative genome,0.294469315,9,0.173156942,22,97.764068433,0.206595149,6722812,6722812,60.5,6429,5989,77
GCF_020866845.1,Bacteria,bacteria,Sphingomonas radiodurans,2890321,Complete Genome,representative genome,0.28205132,9,0.106300144,21,99.092293672,0.28809315,3678193,3678193,65.5,3509,3414,57
GCF_015476115.1,Bacteria,bacteria,Aegicerativicinus sediminis,2893202,Complete Genome,representative genome,0.129752801,10,0.188892724,21,98.76545592,0.584811193,4094245,4094245,36.0,3532,3479,47
GCF_020783455.1,Bacteria,bacteria,Streptomyces anulatus,1892,Complete Genome,representative genome,0.230203912,10,0.117235422,23,99.162256699,0.309041078,8690773,8690773,71.5,7548,7325,90
GCF_008151785.1,Bacteria,bacteria,Peptacetobacter hiranonis,89152,Complete Genome,representative genome,0.156871967,10,0.349121185,21,93.973263586,0.601321896,2521899,2521899,31.5,2360,2218,127
GCF_000014965.1,Bacteria,bacteria,Syntrophobacter fumaroxidans MPOB,335543,Complete Genome,representative genome,0.287048783,9,0.202204856,22,96.991160728,0.250814508,4990251,4990251,60.0,4033,3957,60
GCF_024134545.1,Bacteria,bacteria,Nocardiopsis exhalans,163604,Complete Genome,representative genome,0.226065592,10,0.198110556,22,97.679720785,0.360501066,7597621,7597621,69.5,6845,6677,78
GCF_900492555.1,Bacteria,bacteria,Lacticaseibacillus zeae,57037,Complete Genome,representative genome,0.416366325,8,0.230545813,21,96.30617085,0.131903653,3073411,3073411,48.0,2895,2775,76
GCF_902459535.1,Bacteria,bacteria,Paraburkholderia dioscoreae,2604047,Complete Genome,representative genome,0.314846367,10,0.143006162,22,98.424837551,0.405260052,8347503,8347503,62.5,7542,7321,86
GCF_007855645.1,Bacteria,bacteria,Qingshengfaniella alkalisoli,2599296,Complete Genome,representative genome,0.303849938,9,0.105775465,21,98.939621883,0.297944612,3928515,3928515,59.0,3809,3628,62
GCF_015679265.1,Bacteria,bacteria,Pontivivens ytuae,2789856,Complete Genome,representative genome,0.262631635,10,0.160704824,22,98.690794579,0.500277441,4199362,4199362,67.0,4198,4110,54
GCF_022749515.1,Bacteria,bacteria,Morococcus cerebrosus,1056807,Complete Genome,representative genome,0.582929985,8,0.461392798,21,90.987376547,0.151806364,2574276,2574276,51.5,2456,2286,76
GCF_000021805.1,Bacteria,bacteria,Rippkaea orientalis PCC 8801,41431,Complete Genome,representative genome,0.22556113,10,0.201857075,22,97.439077118,0.55763307,4787694,4787694,40.0,4547,4404,55
GCF_000512735.1,Bacteria,bacteria,Thermocrinis ruber,75906,Complete Genome,representative genome,0.488462551,8,0.107196092,20,99.107833772,0.220262724,1521037,1521037,45.0,1675,1614,50
GCF_014107495.1,Bacteria,bacteria,Cohnella cholangitidis,2598458,Complete Genome,representative genome,0.469060932,8,0.163751124,22,98.339650398,0.074036176,6408853,6408853,51.0,5969,5661,95
GCF_004014855.1,Bacteria,bacteria,Apibacter raozihei,2500547,Complete Genome,representative genome,0.092639282,10,0.167506252,21,97.759720768,0.589605607,3293048,3293048,32.0,2938,2879,55
GCF_022267555.1,Bacteria,bacteria,Proteiniphilum propionicum,2829812,Complete Genome,representative genome,0.171678835,9,0.240969464,21,96.051218689,0.303050181,3906720,3906720,41.5,3289,3162,56
GCF_013200955.2,Bacteria,bacteria,Pseudomonas campi,2731681,Complete Genome,representative genome,0.31446738,9,0.161823676,22,98.35405499,0.265704332,4436925,4436925,63.5,4085,3984,71
GCF_000442985.1,Bacteria,bacteria,Agrobacterium fabacearum P4,1300224,Chromosome,representative genome,0.375221428,9,0.118431104,22,99.123502112,0.235304093,5570940,5568029,58.5,5270,5133,73
GCF_902381725.1,Bacteria,bacteria,Dermabacter jinjuensis,1667168,Chromosome,representative genome,0.234221192,9,0.111450451,21,99.074467797,0.391032543,2377736,2361288,63.0,2158,2080,59
GCF_002983865.1,Bacteria,bacteria,Roseobacter denitrificans,2434,Complete Genome,representative genome,0.351747043,9,0.080203146,22,99.456127191,0.277741309,4308791,4308791,59.0,4046,3968,44
GCF_000092205.1,Bacteria,bacteria,Desulfurivibrio alkaliphilus AHT 2,589865,Complete Genome,representative genome,0.348207266,9,0.217823167,21,97.453790535,0.338868187,3097763,3097763,60.5,2736,2661,57
GCF_014397255.1,Bacteria,bacteria,Weissella diestrammenae,1162633,Complete Genome,representative genome,0.186047877,9,0.197636033,20,97.97180963,0.496038735,1659381,1659381,39.5,1651,1538,75
GCF_030291795.1,Bacteria,bacteria,Streptomyces antimycoticus,68175,Complete Genome,representative genome,0.21064319,10,0.169724198,23,97.841682276,0.304959933,9718239,9718239,71.0,8442,7934,85
GCF_000376605.1,Bacteria,bacteria,Wolbachia endosymbiont of Drosophila simulans wHa,1236909,Complete Genome,representative genome,0.128939986,9,0.343291501,20,91.998132406,0.529478068,1295804,1295804,35.0,1246,1152,41
GCF_023078475.1,Bacteria,bacteria,Luteibacter aegosomaticola,2911538,Complete Genome,representative genome,0.262034082,10,0.162141989,22,98.941506728,0.491938399,5091598,5091598,65.0,4578,4490,61
GCF_003346815.1,Bacteria,bacteria,Halarcobacter bivalviorum,663364,Complete Genome,representative genome,0.19310397,10,0.151650685,21,98.350708542,0.521897256,2684688,2684688,28.0,2669,2601,62
GCF_000612505.1,Bacteria,bacteria,Paenibacillus sabinae T27,1268072,Complete Genome,representative genome,0.398033723,8,0.15531067,22,98.585670153,0.08643546,5270569,5270566,52.5,4935,4757,112
GCF_000161615.1,Bacteria,bacteria,Bacillus thuringiensis serovar berliner ATCC 10792,527031,Chromosome,representative genome,0.109754898,10,0.091792909,22,99.4483147,0.484468748,6260142,6234842,35.0,6475,6177,100
GCF_006364355.1,Bacteria,bacteria,Vibrio furnissii,29494,Complete Genome,representative genome,0.479089891,8,0.174755058,22,98.442781804,0.090426635,4993326,4993326,50.5,4660,4476,144
GCF_001620305.1,Bacteria,bacteria,Rhodococcus fascians D188,1051973,Complete Genome,representative genome,0.291724999,10,0.161117245,22,97.893565795,0.460335117,5502110,5502110,64.5,5180,5058,62
GCF_900637495.1,Bacteria,bacteria,Legionella spiritensis,452,Complete Genome,representative genome,0.318712009,9,0.223072691,21,96.348386158,0.331687439,3407665,3407665,45.0,3050,2973,59
GCF_003323815.1,Bacteria,bacteria,Acinetobacter haemolyticus,29430,Complete Genome,representative genome,0.193039751,9,0.179695255,21,98.045679563,0.32635333,3441166,3441166,39.5,3187,3060,96
GCF_000455605.1,Bacteria,bacteria,Flavobacterium indicum GPTSA100-9 = DSM 17447,1094466,Complete Genome,representative genome,0.120369614,10,0.23195433,21,96.543513211,0.58785466,2993089,2993089,31.5,2781,2696,75
GCF_000021985.1,Bacteria,bacteria,Thioalkalivibrio sulfidiphilus HL-EbGr7,396588,Complete Genome,representative genome,0.260949522,9,0.151296105,21,98.617071911,0.305009434,3464554,3464554,65.0,3380,3285,52
GCF_001542625.1,Bacteria,bacteria,Streptomyces griseochromogenes,68214,Complete Genome,representative genome,0.218051134,10,0.165164576,23,98.098572996,0.289136273,10764674,10764674,71.0,9790,9247,96
GCF_000661915.1,Bacteria,bacteria,Stutzerimonas decontaminans,3022791,Complete Genome,representative genome,0.285844727,9,0.113093459,22,98.935956054,0.255347458,4833395,4833395,62.5,4550,4415,77
GCF_000021705.1,Bacteria,bacteria,Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum),572265,Chromosome,representative genome,0.186792551,9,0.414598969,21,90.470692976,0.435284109,2169363,2169210,40.5,2212,2001,54
GCF_003261055.1,Bacteria,bacteria,Streptomyces cadmiisoli,2184053,Complete Genome,representative genome,0.215188242,10,0.160644042,23,97.871831744,0.300074223,10239272,10239272,71.0,8900,8540,92
GCF_024346975.1,Bacteria,bacteria,Vibrio neonatus,278860,Complete Genome,representative genome,0.213655297,9,0.240464523,21,96.82276455,0.306137783,3840645,3840645,43.0,3410,3251,134
GCF_016605985.1,Bacteria,bacteria,Bacillus toyonensis,155322,Complete Genome,representative genome,0.124139916,10,0.226050971,22,97.957114558,0.502772241,5787787,5787787,35.0,5878,5534,153
GCF_005849285.1,Bacteria,bacteria,Luteithermobacter gelatinilyticus,2582913,Complete Genome,representative genome,0.426494719,9,0.164395423,21,98.236163605,0.345021167,3145891,3145891,54.5,2826,2751,53
GCF_007741535.1,Bacteria,bacteria,Rubripirellula lacrimiformis,1930273,Complete Genome,representative genome,0.422922856,10,0.258917167,23,96.493695207,0.413874666,8542491,8542491,57.5,6087,5994,54
GCF_003233655.1,Bacteria,bacteria,Azospirillum ramasamyi,682998,Complete Genome,representative genome,0.286697787,10,0.229976464,22,97.213844584,0.403842832,6316263,6316263,68.0,5633,5451,116
